candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
,Registered Voters,,,Greene,Beech Creek 1,,,,634
,Ballots Cast,,,Greene,Beech Creek 1,264,94,0,358
Mike Braun,U.S. Senate,,R,Greene,Beech Creek 1,169,57,0,226
Joe Donnelly,U.S. Senate,,D,Greene,Beech Creek 1,81,35,0,116
Lucy M Brenton,U.S. Senate,,L,Greene,Beech Creek 1,13,2,0,15
Write in,U.S. Senate,,,Greene,Beech Creek 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Greene,Beech Creek 1,170,57,0,227
Jim Harper,Secretary of State,,D,Greene,Beech Creek 1,75,34,0,109
Mark W. Rutherford,Secretary of State,,L,Greene,Beech Creek 1,15,3,0,18
Write in,Secretary of State,,,Greene,Beech Creek 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Greene,Beech Creek 1,173,57,0,230
Joselyn Whitticker,Auditor of State,,D,Greene,Beech Creek 1,76,35,0,111
John Schick,Auditor of State,,L,Greene,Beech Creek 1,9,0,0,9
Kelly Mitchell,Treasurer of State,,R,Greene,Beech Creek 1,178,58,0,236
John C. Aguilera,Treasurer of State,,D,Greene,Beech Creek 1,79,35,0,114
Larry D Bucshon,U.S. House,8,R,Greene,Beech Creek 1,180,62,0,242
William Tanoos,U.S. House,8,D,Greene,Beech Creek 1,,,,110
Tom Ferkinhoff,Write In,8,,Greene,Beech Creek 1,0,0,0,0
Eric S Bassler,State Senate,39,R ,Greene,Beech Creek 1,197,67,0,264
No Candidate Filed,State Senate,39,D,Greene,Beech Creek 1,0,0,0,0
Jeff Ellington,State Representative,62,R,Greene,Beech Creek 1,172,58,0,230
Amy Swain,State Representative,62,D,Greene,Beech Creek 1,88,35,0,123
,Registered Voters,,,Greene,Beech Creek 2,,,,651
,Ballots Cast,,,Greene,Beech Creek 2,306,97,0,403
Mike Braun,U.S. Senate,,R,Greene,Beech Creek 2,201,57,0,258
Joe Donnelly,U.S. Senate,,D,Greene,Beech Creek 2,95,35,0,130
Lucy M Brenton,U.S. Senate,,L,Greene,Beech Creek 2,8,4,0,12
Write in,U.S. Senate,,,Greene,Beech Creek 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Greene,Beech Creek 2,213,60,0,273
Jim Harper,Secretary of State,,D,Greene,Beech Creek 2,82,35,0,117
Mark W. Rutherford,Secretary of State,,L,Greene,Beech Creek 2,9,1,0,10
Write in,Secretary of State,,,Greene,Beech Creek 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Greene,Beech Creek 2,209,58,0,267
Joselyn Whitticker,Auditor of State,,D,Greene,Beech Creek 2,81,36,0,117
John Schick,Auditor of State,,L,Greene,Beech Creek 2,3,0,0,3
Kelly Mitchell,Treasurer of State,,R,Greene,Beech Creek 2,217,59,0,276
John C. Aguilera,Treasurer of State,,D,Greene,Beech Creek 2,77,35,0,112
Larry D Bucshon,U.S. House,8,R,Greene,Beech Creek 2,210,58,0,268
William Tanoos,U.S. House,8,D,Greene,Beech Creek 2,,,,126
Tom Ferkinhoff,Write In,8,,Greene,Beech Creek 2,0,0,0,0
Eric S Bassler,State Senate,39,R ,Greene,Beech Creek 2,236,66,0,302
No Candidate Filed,State Senate,39,D,Greene,Beech Creek 2,0,0,0,0
Jeff Ellington,State Representative,62,R,Greene,Beech Creek 2,205,54,0,259
Amy Swain,State Representative,62,D,Greene,Beech Creek 2,95,43,0,138
,Registered Voters,,,Greene,Cass,,,,177
,Ballots Cast,,,Greene,Cass,72,21,0,93
Mike Braun,U.S. Senate,,R,Greene,Cass,38,10,0,48
Joe Donnelly,U.S. Senate,,D,Greene,Cass,29,10,0,39
Lucy M Brenton,U.S. Senate,,L,Greene,Cass,4,1,0,5
Write in,U.S. Senate,,,Greene,Cass,0,0,0,0
Connie Lawson,Secretary of State,,R,Greene,Cass,41,13,0,54
Jim Harper,Secretary of State,,D,Greene,Cass,27,8,0,35
Mark W. Rutherford,Secretary of State,,L,Greene,Cass,1,0,0,1
Write in,Secretary of State,,,Greene,Cass,0,0,0,0
Tera Klutz,Auditor of State,,R,Greene,Cass,36,11,0,47
Joselyn Whitticker,Auditor of State,,D,Greene,Cass,30,5,0,35
John Schick,Auditor of State,,L,Greene,Cass,3,1,0,4
Kelly Mitchell,Treasurer of State,,R,Greene,Cass,43,13,0,56
John C. Aguilera,Treasurer of State,,D,Greene,Cass,26,5,0,31
Larry D Bucshon,U.S. House,8,R,Greene,Cass,45,13,0,58
William Tanoos,U.S. House,8,D,Greene,Cass,,,,32
Tom Ferkinhoff,Write In,8,,Greene,Cass,0,0,0,0
Eric S Bassler,State Senate,39,R ,Greene,Cass,49,15,0,64
No Candidate Filed,State Senate,39,D,Greene,Cass,0,0,0,0
Jeff Ellington,State Representative,62,R,Greene,Cass,41,11,0,52
Amy Swain,State Representative,62,D,Greene,Cass,30,9,0,39
,Registered Voters,,,Greene,Center 1,,,,617
,Ballots Cast,,,Greene,Center 1,248,89,0,337
Mike Braun,U.S. Senate,,R,Greene,Center 1,158,45,0,203
Joe Donnelly,U.S. Senate,,D,Greene,Center 1,77,42,0,119
Lucy M Brenton,U.S. Senate,,L,Greene,Center 1,11,0,0,11
Write in,U.S. Senate,,,Greene,Center 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Greene,Center 1,170,44,0,214
Jim Harper,Secretary of State,,D,Greene,Center 1,58,42,0,100
Mark W. Rutherford,Secretary of State,,L,Greene,Center 1,12,2,0,14
Write in,Secretary of State,,,Greene,Center 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Greene,Center 1,166,47,0,213
Joselyn Whitticker,Auditor of State,,D,Greene,Center 1,57,40,0,97
John Schick,Auditor of State,,L,Greene,Center 1,11,1,0,12
Kelly Mitchell,Treasurer of State,,R,Greene,Center 1,174,49,0,223
John C. Aguilera,Treasurer of State,,D,Greene,Center 1,54,38,0,92
Larry D Bucshon,U.S. House,8,R,Greene,Center 1,173,50,0,223
William Tanoos,U.S. House,8,D,Greene,Center 1,,,,98
Tom Ferkinhoff,Write In,8,,Greene,Center 1,1,0,0,1
Eric S Bassler,State Senate,39,R ,Greene,Center 1,184,52,0,236
No Candidate Filed,State Senate,39,D,Greene,Center 1,0,0,0,0
Jeff Ellington,State Representative,62,R,Greene,Center 1,161,42,0,203
Amy Swain,State Representative,62,D,Greene,Center 1,79,47,0,126
,Registered Voters,,,Greene,Center 2,,,,1239
,Ballots Cast,,,Greene,Center 2,441,272,0,713
Mike Braun,U.S. Senate,,R,Greene,Center 2,293,152,0,445
Joe Donnelly,U.S. Senate,,D,Greene,Center 2,117,102,0,219
Lucy M Brenton,U.S. Senate,,L,Greene,Center 2,25,13,0,38
Write in,U.S. Senate,,,Greene,Center 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Greene,Center 2,307,162,0,469
Jim Harper,Secretary of State,,D,Greene,Center 2,106,92,0,198
Mark W. Rutherford,Secretary of State,,L,Greene,Center 2,13,11,0,24
Write in,Secretary of State,,,Greene,Center 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Greene,Center 2,300,151,0,451
Joselyn Whitticker,Auditor of State,,D,Greene,Center 2,98,98,0,196
John Schick,Auditor of State,,L,Greene,Center 2,20,11,0,31
Kelly Mitchell,Treasurer of State,,R,Greene,Center 2,319,160,0,479
John C. Aguilera,Treasurer of State,,D,Greene,Center 2,99,101,0,200
Larry D Bucshon,U.S. House,8,R,Greene,Center 2,321,168,0,489
William Tanoos,U.S. House,8,D,Greene,Center 2,,,,205
Tom Ferkinhoff,Write In,8,,Greene,Center 2,0,0,0,0
Eric S Bassler,State Senate,39,R ,Greene,Center 2,359,197,0,556
No Candidate Filed,State Senate,39,D,Greene,Center 2,0,0,0,0
Jeff Ellington,State Representative,62,R,Greene,Center 2,306,157,0,463
Amy Swain,State Representative,62,D,Greene,Center 2,127,110,0,237
,Registered Voters,,,Greene,Fairplay,,,,365
,Ballots Cast,,,Greene,Fairplay,192,52,0,244
Mike Braun,U.S. Senate,,R,Greene,Fairplay,115,31,0,146
Joe Donnelly,U.S. Senate,,D,Greene,Fairplay,62,21,0,83
Lucy M Brenton,U.S. Senate,,L,Greene,Fairplay,9,0,0,9
Write in,U.S. Senate,,,Greene,Fairplay,0,0,0,0
Connie Lawson,Secretary of State,,R,Greene,Fairplay,127,31,0,158
Jim Harper,Secretary of State,,D,Greene,Fairplay,54,20,0,74
Mark W. Rutherford,Secretary of State,,L,Greene,Fairplay,5,0,0,5
Write in,Secretary of State,,,Greene,Fairplay,0,0,0,0
Tera Klutz,Auditor of State,,R,Greene,Fairplay,124,27,0,151
Joselyn Whitticker,Auditor of State,,D,Greene,Fairplay,55,20,0,75
John Schick,Auditor of State,,L,Greene,Fairplay,4,2,0,6
Kelly Mitchell,Treasurer of State,,R,Greene,Fairplay,125,30,0,155
John C. Aguilera,Treasurer of State,,D,Greene,Fairplay,54,18,0,72
Larry D Bucshon,U.S. House,8,R,Greene,Fairplay,136,30,0,166
William Tanoos,U.S. House,8,D,Greene,Fairplay,,,,68
Tom Ferkinhoff,Write In,8,,Greene,Fairplay,0,0,0,0
Eric S Bassler,State Senate,39,R ,Greene,Fairplay,148,33,0,181
No Candidate Filed,State Senate,39,D,Greene,Fairplay,0,0,0,0
Jeff Ellington,State Representative,62,R,Greene,Fairplay,135,32,0,167
Amy Swain,State Representative,62,D,Greene,Fairplay,53,19,0,72
,Registered Voters,,,Greene,Grant,,,,441
,Ballots Cast,,,Greene,Grant,185,79,0,264
Mike Braun,U.S. Senate,,R,Greene,Grant,134,59,0,193
Joe Donnelly,U.S. Senate,,D,Greene,Grant,40,19,0,59
Lucy M Brenton,U.S. Senate,,L,Greene,Grant,8,0,0,8
Write in,U.S. Senate,,,Greene,Grant,0,0,0,0
Connie Lawson,Secretary of State,,R,Greene,Grant,143,60,0,203
Jim Harper,Secretary of State,,D,Greene,Grant,33,15,0,48
Mark W. Rutherford,Secretary of State,,L,Greene,Grant,5,2,0,7
Write in,Secretary of State,,,Greene,Grant,0,0,0,0
Tera Klutz,Auditor of State,,R,Greene,Grant,140,62,0,202
Joselyn Whitticker,Auditor of State,,D,Greene,Grant,35,15,0,50
John Schick,Auditor of State,,L,Greene,Grant,3,1,0,4
Kelly Mitchell,Treasurer of State,,R,Greene,Grant,146,60,0,206
John C. Aguilera,Treasurer of State,,D,Greene,Grant,33,18,0,51
Larry D Bucshon,U.S. House,8,R,Greene,Grant,146,62,0,208
William Tanoos,U.S. House,8,D,Greene,Grant,,,,50
Tom Ferkinhoff,Write In,8,,Greene,Grant,0,0,0,0
Eric S Bassler,State Senate,39,R ,Greene,Grant,158,65,0,223
No Candidate Filed,State Senate,39,D,Greene,Grant,0,0,0,0
Jeff Ellington,State Representative,62,R,Greene,Grant,141,59,0,200
Amy Swain,State Representative,62,D,Greene,Grant,40,19,0,59
,Registered Voters,,,Greene,Highland,,,,463
,Ballots Cast,,,Greene,Highland,160,95,0,255
Mike Braun,U.S. Senate,,R,Greene,Highland,119,58,0,177
Joe Donnelly,U.S. Senate,,D,Greene,Highland,34,25,0,59
Lucy M Brenton,U.S. Senate,,L,Greene,Highland,5,10,0,15
Write in,U.S. Senate,,,Greene,Highland,0,0,0,0
Connie Lawson,Secretary of State,,R,Greene,Highland,121,60,0,181
Jim Harper,Secretary of State,,D,Greene,Highland,28,25,0,53
Mark W. Rutherford,Secretary of State,,L,Greene,Highland,5,6,0,11
Write in,Secretary of State,,,Greene,Highland,0,0,0,0
Tera Klutz,Auditor of State,,R,Greene,Highland,123,57,0,180
Joselyn Whitticker,Auditor of State,,D,Greene,Highland,28,25,0,53
John Schick,Auditor of State,,L,Greene,Highland,5,5,0,10
Kelly Mitchell,Treasurer of State,,R,Greene,Highland,127,61,0,188
John C. Aguilera,Treasurer of State,,D,Greene,Highland,28,24,0,52
Larry D Bucshon,U.S. House,8,R,Greene,Highland,128,63,0,191
William Tanoos,U.S. House,8,D,Greene,Highland,,,,52
Tom Ferkinhoff,Write In,8,,Greene,Highland,0,0,0,0
Eric S Bassler,State Senate,39,R ,Greene,Highland,139,66,0,205
No Candidate Filed,State Senate,39,D,Greene,Highland,0,0,0,0
Jeff Ellington,State Representative,62,R,Greene,Highland,123,60,0,183
Amy Swain,State Representative,62,D,Greene,Highland,33,29,0,62
,Registered Voters,,,Greene,Jackson,,,,1122
,Ballots Cast,,,Greene,Jackson,470,190,0,660
Mike Braun,U.S. Senate,,R,Greene,Jackson,307,118,0,425
Joe Donnelly,U.S. Senate,,D,Greene,Jackson,140,66,0,206
Lucy M Brenton,U.S. Senate,,L,Greene,Jackson,16,3,0,19
Write in,U.S. Senate,,,Greene,Jackson,0,0,0,0
Connie Lawson,Secretary of State,,R,Greene,Jackson,318,122,0,440
Jim Harper,Secretary of State,,D,Greene,Jackson,117,54,0,171
Mark W. Rutherford,Secretary of State,,L,Greene,Jackson,17,6,0,23
Write in,Secretary of State,,,Greene,Jackson,0,1,0,1
Tera Klutz,Auditor of State,,R,Greene,Jackson,310,115,0,425
Joselyn Whitticker,Auditor of State,,D,Greene,Jackson,112,60,0,172
John Schick,Auditor of State,,L,Greene,Jackson,17,7,0,24
Kelly Mitchell,Treasurer of State,,R,Greene,Jackson,329,125,0,454
John C. Aguilera,Treasurer of State,,D,Greene,Jackson,111,57,0,168
Larry D Bucshon,U.S. House,8,R,Greene,Jackson,330,125,0,455
William Tanoos,U.S. House,8,D,Greene,Jackson,,,,168
Tom Ferkinhoff,Write In,8,,Greene,Jackson,0,0,0,0
Eric S Bassler,State Senate,39,R ,Greene,Jackson,362,135,0,497
No Candidate Filed,State Senate,39,D,Greene,Jackson,0,0,0,0
Jeff Ellington,State Representative,62,R,Greene,Jackson,322,121,0,443
Amy Swain,State Representative,62,D,Greene,Jackson,132,64,0,196
,Registered Voters,,,Greene,Jefferson 1,,,,676
,Ballots Cast,,,Greene,Jefferson 1,307,89,0,396
Mike Braun,U.S. Senate,,R,Greene,Jefferson 1,192,52,0,244
Joe Donnelly,U.S. Senate,,D,Greene,Jefferson 1,89,29,0,118
Lucy M Brenton,U.S. Senate,,L,Greene,Jefferson 1,20,5,0,25
Write in,U.S. Senate,,,Greene,Jefferson 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Greene,Jefferson 1,207,53,0,260
Jim Harper,Secretary of State,,D,Greene,Jefferson 1,70,27,0,97
Mark W. Rutherford,Secretary of State,,L,Greene,Jefferson 1,17,2,0,19
Write in,Secretary of State,,,Greene,Jefferson 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Greene,Jefferson 1,203,56,0,259
Joselyn Whitticker,Auditor of State,,D,Greene,Jefferson 1,66,30,0,96
John Schick,Auditor of State,,L,Greene,Jefferson 1,9,0,0,9
Kelly Mitchell,Treasurer of State,,R,Greene,Jefferson 1,213,57,0,270
John C. Aguilera,Treasurer of State,,D,Greene,Jefferson 1,69,28,0,97
Larry D Bucshon,U.S. House,8,R,Greene,Jefferson 1,222,57,0,279
William Tanoos,U.S. House,8,D,Greene,Jefferson 1,,,,94
Tom Ferkinhoff,Write In,8,,Greene,Jefferson 1,0,0,0,0
Eric S Bassler,State Senate,39,R ,Greene,Jefferson 1,251,69,0,320
No Candidate Filed,State Senate,39,D,Greene,Jefferson 1,0,0,0,0
Jeff Ellington,State Representative,62,R,Greene,Jefferson 1,201,56,0,257
Amy Swain,State Representative,62,D,Greene,Jefferson 1,94,30,0,124
,Registered Voters,,,Greene,Jefferson 2,,,,597
,Ballots Cast,,,Greene,Jefferson 2,268,82,0,350
Mike Braun,U.S. Senate,,R,Greene,Jefferson 2,155,52,0,207
Joe Donnelly,U.S. Senate,,D,Greene,Jefferson 2,75,27,0,102
Lucy M Brenton,U.S. Senate,,L,Greene,Jefferson 2,29,3,0,32
Write in,U.S. Senate,,,Greene,Jefferson 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Greene,Jefferson 2,176,55,0,231
Jim Harper,Secretary of State,,D,Greene,Jefferson 2,69,24,0,93
Mark W. Rutherford,Secretary of State,,L,Greene,Jefferson 2,9,2,0,11
Write in,Secretary of State,,,Greene,Jefferson 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Greene,Jefferson 2,162,57,0,219
Joselyn Whitticker,Auditor of State,,D,Greene,Jefferson 2,72,20,0,92
John Schick,Auditor of State,,L,Greene,Jefferson 2,13,3,0,16
Kelly Mitchell,Treasurer of State,,R,Greene,Jefferson 2,169,59,0,228
John C. Aguilera,Treasurer of State,,D,Greene,Jefferson 2,77,21,0,98
Larry D Bucshon,U.S. House,8,R,Greene,Jefferson 2,182,56,0,238
William Tanoos,U.S. House,8,D,Greene,Jefferson 2,,,,93
Tom Ferkinhoff,Write In,8,,Greene,Jefferson 2,0,0,0,0
Eric S Bassler,State Senate,39,R ,Greene,Jefferson 2,200,63,0,263
No Candidate Filed,State Senate,39,D,Greene,Jefferson 2,0,0,0,0
Jeff Ellington,State Representative,62,R,Greene,Jefferson 2,172,55,0,227
Amy Swain,State Representative,62,D,Greene,Jefferson 2,85,26,0,111
,Registered Voters,,,Greene,Richland 1,,,,827
,Ballots Cast,,,Greene,Richland 1,284,250,0,534
Mike Braun,U.S. Senate,,R,Greene,Richland 1,184,155,0,339
Joe Donnelly,U.S. Senate,,D,Greene,Richland 1,85,74,0,159
Lucy M Brenton,U.S. Senate,,L,Greene,Richland 1,10,14,0,24
Write in,U.S. Senate,,,Greene,Richland 1,0,1,0,1
Connie Lawson,Secretary of State,,R,Greene,Richland 1,208,160,0,368
Jim Harper,Secretary of State,,D,Greene,Richland 1,63,71,0,134
Mark W. Rutherford,Secretary of State,,L,Greene,Richland 1,8,8,0,16
Write in,Secretary of State,,,Greene,Richland 1,1,1,0,2
Tera Klutz,Auditor of State,,R,Greene,Richland 1,201,154,0,355
Joselyn Whitticker,Auditor of State,,D,Greene,Richland 1,61,69,0,130
John Schick,Auditor of State,,L,Greene,Richland 1,7,7,0,14
Kelly Mitchell,Treasurer of State,,R,Greene,Richland 1,206,162,0,368
John C. Aguilera,Treasurer of State,,D,Greene,Richland 1,65,71,0,136
Larry D Bucshon,U.S. House,8,R,Greene,Richland 1,216,170,0,386
William Tanoos,U.S. House,8,D,Greene,Richland 1,,,,124
Tom Ferkinhoff,Write In,8,,Greene,Richland 1,0,1,0,1
Eric S Bassler,State Senate,39,R ,Greene,Richland 1,223,185,0,408
No Candidate Filed,State Senate,39,D,Greene,Richland 1,0,0,0,0
Jeff Ellington,State Representative,62,R,Greene,Richland 1,202,165,0,367
Amy Swain,State Representative,62,D,Greene,Richland 1,79,77,0,156
,Registered Voters,,,Greene,Richland 2,,,,726
,Ballots Cast,,,Greene,Richland 2,242,222,0,464
Mike Braun,U.S. Senate,,R,Greene,Richland 2,155,142,0,297
Joe Donnelly,U.S. Senate,,D,Greene,Richland 2,68,72,0,140
Lucy M Brenton,U.S. Senate,,L,Greene,Richland 2,12,6,0,18
Write in,U.S. Senate,,,Greene,Richland 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Greene,Richland 2,170,154,0,324
Jim Harper,Secretary of State,,D,Greene,Richland 2,52,55,0,107
Mark W. Rutherford,Secretary of State,,L,Greene,Richland 2,7,7,0,14
Write in,Secretary of State,,,Greene,Richland 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Greene,Richland 2,173,150,0,323
Joselyn Whitticker,Auditor of State,,D,Greene,Richland 2,45,59,0,104
John Schick,Auditor of State,,L,Greene,Richland 2,6,6,0,12
Kelly Mitchell,Treasurer of State,,R,Greene,Richland 2,184,158,0,342
John C. Aguilera,Treasurer of State,,D,Greene,Richland 2,42,53,0,95
Larry D Bucshon,U.S. House,8,R,Greene,Richland 2,185,165,0,350
William Tanoos,U.S. House,8,D,Greene,Richland 2,,,,96
Tom Ferkinhoff,Write In,8,,Greene,Richland 2,0,0,0,0
Eric S Bassler,State Senate,39,R ,Greene,Richland 2,200,173,0,373
No Candidate Filed,State Senate,39,D,Greene,Richland 2,0,0,0,0
Jeff Ellington,State Representative,62,R,Greene,Richland 2,173,154,0,327
Amy Swain,State Representative,62,D,Greene,Richland 2,61,67,0,128
,Registered Voters,,,Greene,Richland 3,,,,630
,Ballots Cast,,,Greene,Richland 3,224,152,0,376
Mike Braun,U.S. Senate,,R,Greene,Richland 3,140,95,0,235
Joe Donnelly,U.S. Senate,,D,Greene,Richland 3,71,45,0,116
Lucy M Brenton,U.S. Senate,,L,Greene,Richland 3,9,10,0,19
Write in,U.S. Senate,,,Greene,Richland 3,0,0,0,0
Connie Lawson,Secretary of State,,R,Greene,Richland 3,157,97,0,254
Jim Harper,Secretary of State,,D,Greene,Richland 3,60,43,0,103
Mark W. Rutherford,Secretary of State,,L,Greene,Richland 3,3,4,0,7
Write in,Secretary of State,,,Greene,Richland 3,0,0,0,0
Tera Klutz,Auditor of State,,R,Greene,Richland 3,147,93,0,240
Joselyn Whitticker,Auditor of State,,D,Greene,Richland 3,62,41,0,103
John Schick,Auditor of State,,L,Greene,Richland 3,3,7,0,10
Kelly Mitchell,Treasurer of State,,R,Greene,Richland 3,150,101,0,251
John C. Aguilera,Treasurer of State,,D,Greene,Richland 3,63,40,0,103
Larry D Bucshon,U.S. House,8,R,Greene,Richland 3,156,104,0,260
William Tanoos,U.S. House,8,D,Greene,Richland 3,,,,102
Tom Ferkinhoff,Write In,8,,Greene,Richland 3,0,0,0,0
Eric S Bassler,State Senate,39,R ,Greene,Richland 3,176,115,0,291
No Candidate Filed,State Senate,39,D,Greene,Richland 3,0,0,0,0
Jeff Ellington,State Representative,62,R,Greene,Richland 3,153,98,0,251
Amy Swain,State Representative,62,D,Greene,Richland 3,66,49,0,115
,Registered Voters,,,Greene,Richland 4,,,,729
,Ballots Cast,,,Greene,Richland 4,273,205,0,478
Mike Braun,U.S. Senate,,R,Greene,Richland 4,190,131,0,321
Joe Donnelly,U.S. Senate,,D,Greene,Richland 4,64,62,0,126
Lucy M Brenton,U.S. Senate,,L,Greene,Richland 4,15,8,0,23
Write in,U.S. Senate,,,Greene,Richland 4,0,0,0,0
Connie Lawson,Secretary of State,,R,Greene,Richland 4,199,137,0,336
Jim Harper,Secretary of State,,D,Greene,Richland 4,52,60,0,112
Mark W. Rutherford,Secretary of State,,L,Greene,Richland 4,9,2,0,11
Write in,Secretary of State,,,Greene,Richland 4,0,0,0,0
Tera Klutz,Auditor of State,,R,Greene,Richland 4,196,139,0,335
Joselyn Whitticker,Auditor of State,,D,Greene,Richland 4,45,56,0,101
John Schick,Auditor of State,,L,Greene,Richland 4,11,3,0,14
Kelly Mitchell,Treasurer of State,,R,Greene,Richland 4,196,141,0,337
John C. Aguilera,Treasurer of State,,D,Greene,Richland 4,55,56,0,111
Larry D Bucshon,U.S. House,8,R,Greene,Richland 4,209,151,0,360
William Tanoos,U.S. House,8,D,Greene,Richland 4,,,,99
Tom Ferkinhoff,Write In,8,,Greene,Richland 4,0,0,0,0
Eric S Bassler,State Senate,39,R ,Greene,Richland 4,218,152,0,370
No Candidate Filed,State Senate,39,D,Greene,Richland 4,0,0,0,0
Jeff Ellington,State Representative,62,R,Greene,Richland 4,210,136,0,346
Amy Swain,State Representative,62,D,Greene,Richland 4,56,65,0,121
,Registered Voters,,,Greene,Smith,,,,231
,Ballots Cast,,,Greene,Smith,98,49,0,147
Mike Braun,U.S. Senate,,R,Greene,Smith,70,38,0,108
Joe Donnelly,U.S. Senate,,D,Greene,Smith,19,9,0,28
Lucy M Brenton,U.S. Senate,,L,Greene,Smith,5,2,0,7
Write in,U.S. Senate,,,Greene,Smith,0,0,0,0
Connie Lawson,Secretary of State,,R,Greene,Smith,77,39,0,116
Jim Harper,Secretary of State,,D,Greene,Smith,12,8,0,20
Mark W. Rutherford,Secretary of State,,L,Greene,Smith,4,2,0,6
Write in,Secretary of State,,,Greene,Smith,0,0,0,0
Tera Klutz,Auditor of State,,R,Greene,Smith,78,34,0,112
Joselyn Whitticker,Auditor of State,,D,Greene,Smith,11,9,0,20
John Schick,Auditor of State,,L,Greene,Smith,3,4,0,7
Kelly Mitchell,Treasurer of State,,R,Greene,Smith,84,40,0,124
John C. Aguilera,Treasurer of State,,D,Greene,Smith,10,8,0,18
Larry D Bucshon,U.S. House,8,R,Greene,Smith,80,39,0,119
William Tanoos,U.S. House,8,D,Greene,Smith,,,,24
Tom Ferkinhoff,Write In,8,,Greene,Smith,0,0,0,0
Eric S Bassler,State Senate,39,R ,Greene,Smith,83,42,0,125
No Candidate Filed,State Senate,39,D,Greene,Smith,0,0,0,0
Jeff Ellington,State Representative,62,R,Greene,Smith,75,37,0,112
