county,precinct,office,district,party,candidate,election_day,absentee,early_voting,votes
Bartholomew,Pct. 0100,Registered Voters,,,,,,,1201
Bartholomew,Pct. 0100,Ballots Cast,,,,144,149,379,672
Bartholomew,Pct. 0100,President,,R,Trump\Pence,90,40,180,310
Bartholomew,Pct. 0100,President,,D,Biden\Harris,47,104,185,336
Bartholomew,Pct. 0100,President,,L,Jorgense\Cohen,5,4,8,17
Bartholomew,Pct. 0100,President,,,Write-In,1,0,1,2
Bartholomew,Pct. 0100,Governor,,R,Holcomb\Crouch,79,54,185,318
Bartholomew,Pct. 0100,Governor,,D,Myers\Lawson,40,85,147,272
Bartholomew,Pct. 0100,Governor,,L,Rainwater II / Henry,22,2,40,64
Bartholomew,Pct. 0100,Attorney General,,R,Todd Rokita,77,42,177,296
Bartholomew,Pct. 0100,Attorney General,,D,Jonathan Weinzapfel,56,97,173,326
Bartholomew,Pct. 0100,U.S. House,6,R,Greg Pence,87,42,185,314
Bartholomew,Pct. 0100,U.S. House,6,D,Jeannine Lee Lake,41,100,173,314
Bartholomew,Pct. 0100,U.S. House,6,L,Tom Ferkinhoff,12,3,10,25
Bartholomew,Pct. 0100,U.S. House,6,,Write-In,0,0,0,0
Bartholomew,Pct. 0100,State Senate,44,R,Eric A Koch,83,42,189,314
Bartholomew,Pct. 0100,State Senate,44,D,Cynthia (Cinde) Wirth,51,94,179,324
Bartholomew,Pct. 0100,State Representative,59,R,Ryan Lauer,90,37,175,302
Bartholomew,Pct. 0100,State Representative,59,D,Dale Nowlin,45,99,189,333
Bartholomew,Pct. 0200,Registered Voters,,,,,,,1435
Bartholomew,Pct. 0200,Ballots Cast,,,,199,189,632,1020
Bartholomew,Pct. 0200,President,,R,Trump\Pence,134,59,329,522
Bartholomew,Pct. 0200,President,,D,Biden\Harris,53,122,288,463
Bartholomew,Pct. 0200,President,,L,Jorgense\Cohen,9,5,14,28
Bartholomew,Pct. 0200,President,,,Write-In,1,1,0,2
Bartholomew,Pct. 0200,Governor,,R,Holcomb\Crouch,131,98,369,598
Bartholomew,Pct. 0200,Governor,,D,Myers\Lawson,31,83,208,322
Bartholomew,Pct. 0200,Governor,,L,Rainwater II / Henry,31,3,51,85
Bartholomew,Pct. 0200,Attorney General,,R,Todd Rokita,145,73,352,570
Bartholomew,Pct. 0200,Attorney General,,D,Jonathan Weinzapfel,42,103,258,403
Bartholomew,Pct. 0200,U.S. House,6,R,Greg Pence,135,67,334,536
Bartholomew,Pct. 0200,U.S. House,6,D,Jeannine Lee Lake,46,112,272,430
Bartholomew,Pct. 0200,U.S. House,6,L,Tom Ferkinhoff,15,5,19,39
Bartholomew,Pct. 0200,U.S. House,6,,Write-In,0,0,0,0
Bartholomew,Pct. 0200,State Senate,44,R,Eric A Koch,139,75,357,571
Bartholomew,Pct. 0200,State Senate,44,D,Cynthia (Cinde) Wirth,51,104,260,415
Bartholomew,Pct. 0200,State Representative,59,R,Ryan Lauer,131,59,333,523
Bartholomew,Pct. 0200,State Representative,59,D,Dale Nowlin,57,123,293,473
Bartholomew,Pct. 0225,Registered Voters,,,,,,,1398
Bartholomew,Pct. 0225,Ballots Cast,,,,254,125,576,955
Bartholomew,Pct. 0225,President,,R,Trump\Pence,174,45,297,516
Bartholomew,Pct. 0225,President,,D,Biden\Harris,67,77,264,408
Bartholomew,Pct. 0225,President,,L,Jorgense\Cohen,9,2,13,24
Bartholomew,Pct. 0225,President,,,Write-In,1,0,0,1
Bartholomew,Pct. 0225,Governor,,R,Holcomb\Crouch,154,67,323,544
Bartholomew,Pct. 0225,Governor,,D,Myers\Lawson,47,53,190,290
Bartholomew,Pct. 0225,Governor,,L,Rainwater II / Henry,49,3,58,110
Bartholomew,Pct. 0225,Attorney General,,R,Todd Rokita,168,54,310,532
Bartholomew,Pct. 0225,Attorney General,,D,Jonathan Weinzapfel,59,69,245,373
Bartholomew,Pct. 0225,U.S. House,6,R,Greg Pence,179,48,314,541
Bartholomew,Pct. 0225,U.S. House,6,D,Jeannine Lee Lake,54,70,240,364
Bartholomew,Pct. 0225,U.S. House,6,L,Tom Ferkinhoff,15,6,12,33
Bartholomew,Pct. 0225,U.S. House,6,,Write-In,0,0,0,0
Bartholomew,Pct. 0225,State Senate,44,R,Eric A Koch,179,51,315,545
Bartholomew,Pct. 0225,State Senate,44,D,Cynthia (Cinde) Wirth,63,73,248,384
Bartholomew,Pct. 0225,State Representative,59,R,Ryan Lauer,173,43,294,510
Bartholomew,Pct. 0225,State Representative,59,D,Dale Nowlin,71,80,269,420
Bartholomew,Pct. 0250,Registered Voters,,,,,,,1153
Bartholomew,Pct. 0250,Ballots Cast,,,,126,226,503,855
Bartholomew,Pct. 0250,President,,R,Trump\Pence,81,63,241,385
Bartholomew,Pct. 0250,President,,D,Biden\Harris,35,157,242,434
Bartholomew,Pct. 0250,President,,L,Jorgense\Cohen,9,0,13,22
Bartholomew,Pct. 0250,President,,,Write-In,0,1,0,1
Bartholomew,Pct. 0250,Governor,,R,Holcomb\Crouch,86,122,286,494
Bartholomew,Pct. 0250,Governor,,D,Myers\Lawson,22,99,171,292
Bartholomew,Pct. 0250,Governor,,L,Rainwater II / Henry,18,1,36,55
Bartholomew,Pct. 0250,Attorney General,,R,Todd Rokita,93,81,269,443
Bartholomew,Pct. 0250,Attorney General,,D,Jonathan Weinzapfel,31,134,214,379
Bartholomew,Pct. 0250,U.S. House,6,R,Greg Pence,87,77,265,429
Bartholomew,Pct. 0250,U.S. House,6,D,Jeannine Lee Lake,31,144,218,393
Bartholomew,Pct. 0250,U.S. House,6,L,Tom Ferkinhoff,8,2,11,21
Bartholomew,Pct. 0250,U.S. House,6,,Write-In,0,0,0,0
Bartholomew,Pct. 0250,State Senate,44,R,Eric A Koch,97,81,281,459
Bartholomew,Pct. 0250,State Senate,44,D,Cynthia (Cinde) Wirth,28,134,212,374
Bartholomew,Pct. 0250,State Representative,59,R,Ryan Lauer,82,72,245,399
Bartholomew,Pct. 0250,State Representative,59,D,Dale Nowlin,43,145,248,436
Bartholomew,Pct. 0300,Registered Voters,,,,,,,653
Bartholomew,Pct. 0300,Ballots Cast,,,,84,70,205,359
Bartholomew,Pct. 0300,President,,R,Trump\Pence,43,23,88,154
Bartholomew,Pct. 0300,President,,D,Biden\Harris,36,44,107,187
Bartholomew,Pct. 0300,President,,L,Jorgense\Cohen,5,3,6,14
Bartholomew,Pct. 0300,President,,,Write-In,0,0,2,2
Bartholomew,Pct. 0300,Governor,,R,Holcomb\Crouch,42,30,88,160
Bartholomew,Pct. 0300,Governor,,D,Myers\Lawson,22,34,88,144
Bartholomew,Pct. 0300,Governor,,L,Rainwater II / Henry,18,5,25,48
Bartholomew,Pct. 0300,Attorney General,,R,Todd Rokita,43,22,90,155
Bartholomew,Pct. 0300,Attorney General,,D,Jonathan Weinzapfel,33,46,105,184
Bartholomew,Pct. 0300,U.S. House,6,R,Greg Pence,42,22,90,154
Bartholomew,Pct. 0300,U.S. House,6,D,Jeannine Lee Lake,30,42,102,174
Bartholomew,Pct. 0300,U.S. House,6,L,Tom Ferkinhoff,10,5,6,21
Bartholomew,Pct. 0300,U.S. House,6,,Write-In,0,0,0,0
Bartholomew,Pct. 0300,State Senate,44,R,Eric A Koch,,,,
Bartholomew,Pct. 0300,State Senate,44,D,Cynthia (Cinde) Wirth,,,,
Bartholomew,Pct. 0300,State Representative,59,R,Ryan Lauer,43,24,89,156
Bartholomew,Pct. 0300,State Representative,59,D,Dale Nowlin,36,44,110,190
Bartholomew,Pct. 0400,Registered Voters,,,,,,,1135
Bartholomew,Pct. 0400,Ballots Cast,,,,153,175,451,779
Bartholomew,Pct. 0400,President,,R,Trump\Pence,86,43,190,319
Bartholomew,Pct. 0400,President,,D,Biden\Harris,52,129,251,432
Bartholomew,Pct. 0400,President,,L,Jorgense\Cohen,11,1,6,18
Bartholomew,Pct. 0400,President,,,Write-In,0,0,0,0
Bartholomew,Pct. 0400,Governor,,R,Holcomb\Crouch,83,77,226,386
Bartholomew,Pct. 0400,Governor,,D,Myers\Lawson,38,87,168,293
Bartholomew,Pct. 0400,Governor,,L,Rainwater II / Henry,28,4,44,76
Bartholomew,Pct. 0400,Attorney General,,R,Todd Rokita,86,50,207,343
Bartholomew,Pct. 0400,Attorney General,,D,Jonathan Weinzapfel,58,115,225,398
Bartholomew,Pct. 0400,U.S. House,6,R,Greg Pence,88,43,198,329
Bartholomew,Pct. 0400,U.S. House,6,D,Jeannine Lee Lake,50,125,230,405
Bartholomew,Pct. 0400,U.S. House,6,L,Tom Ferkinhoff,11,3,13,27
Bartholomew,Pct. 0400,U.S. House,6,,Write-In,1,0,0,1
Bartholomew,Pct. 0400,State Senate,44,R,Eric A Koch,,,,
Bartholomew,Pct. 0400,State Senate,44,D,Cynthia (Cinde) Wirth,,,,
Bartholomew,Pct. 0400,State Representative,59,R,Ryan Lauer,84,40,194,318
Bartholomew,Pct. 0400,State Representative,59,D,Dale Nowlin,65,126,251,442
Bartholomew,Pct. 0500,Registered Voters,,,,,,,1139
Bartholomew,Pct. 0500,Ballots Cast,,,,149,134,514,797
Bartholomew,Pct. 0500,President,,R,Trump\Pence,109,40,321,470
Bartholomew,Pct. 0500,President,,D,Biden\Harris,34,92,181,307
Bartholomew,Pct. 0500,President,,L,Jorgense\Cohen,6,1,9,16
Bartholomew,Pct. 0500,President,,,Write-In,0,0,1,1
Bartholomew,Pct. 0500,Governor,,R,Holcomb\Crouch,83,66,328,477
Bartholomew,Pct. 0500,Governor,,D,Myers\Lawson,22,59,122,203
Bartholomew,Pct. 0500,Governor,,L,Rainwater II / Henry,42,4,61,107
Bartholomew,Pct. 0500,Attorney General,,R,Todd Rokita,103,51,326,480
Bartholomew,Pct. 0500,Attorney General,,D,Jonathan Weinzapfel,36,77,166,279
Bartholomew,Pct. 0500,U.S. House,6,R,Greg Pence,108,46,315,469
Bartholomew,Pct. 0500,U.S. House,6,D,Jeannine Lee Lake,35,82,178,295
Bartholomew,Pct. 0500,U.S. House,6,L,Tom Ferkinhoff,4,2,13,19
Bartholomew,Pct. 0500,U.S. House,6,,Write-In,0,0,0,0
Bartholomew,Pct. 0500,State Senate,44,R,Eric A Koch,,,,
Bartholomew,Pct. 0500,State Senate,44,D,Cynthia (Cinde) Wirth,,,,
Bartholomew,Pct. 0500,State Representative,59,R,Ryan Lauer,102,40,303,445
Bartholomew,Pct. 0500,State Representative,59,D,Dale Nowlin,41,90,199,330
Bartholomew,Pct. 0600,Registered Voters,,,,,,,713
Bartholomew,Pct. 0600,Ballots Cast,,,,95,115,340,550
Bartholomew,Pct. 0600,President,,R,Trump\Pence,64,38,175,277
Bartholomew,Pct. 0600,President,,D,Biden\Harris,23,75,154,252
Bartholomew,Pct. 0600,President,,L,Jorgense\Cohen,5,2,7,14
Bartholomew,Pct. 0600,President,,,Write-In,2,0,1,3
Bartholomew,Pct. 0600,Governor,,R,Holcomb\Crouch,58,65,190,313
Bartholomew,Pct. 0600,Governor,,D,Myers\Lawson,14,43,116,173
Bartholomew,Pct. 0600,Governor,,L,Rainwater II / Henry,23,2,28,54
Bartholomew,Pct. 0600,Attorney General,,R,Todd Rokita,68,47,178,293
Bartholomew,Pct. 0600,Attorney General,,D,Jonathan Weinzapfel,25,66,145,236
Bartholomew,Pct. 0600,U.S. House,6,R,Greg Pence,63,40,172,275
Bartholomew,Pct. 0600,U.S. House,6,D,Jeannine Lee Lake,22,71,153,246
Bartholomew,Pct. 0600,U.S. House,6,L,Tom Ferkinhoff,9,2,6,17
Bartholomew,Pct. 0600,U.S. House,6,,Write-In,0,0,0,0
Bartholomew,Pct. 0600,State Senate,44,R,Eric A Koch,,,,
Bartholomew,Pct. 0600,State Senate,44,D,Cynthia (Cinde) Wirth,,,,
Bartholomew,Pct. 0600,State Representative,59,R,Ryan Lauer,65,43,170,278
Bartholomew,Pct. 0600,State Representative,59,D,Dale Nowlin,28,69,162,259
Bartholomew,Pct. 0700,Registered Voters,,,,,,,882
Bartholomew,Pct. 0700,Ballots Cast,,,,98,193,322,613
Bartholomew,Pct. 0700,President,,R,Trump\Pence,67,91,204,362
Bartholomew,Pct. 0700,President,,D,Biden\Harris,25,92,109,226
Bartholomew,Pct. 0700,President,,L,Jorgense\Cohen,3,6,7,16
Bartholomew,Pct. 0700,President,,,Write-In,0,0,1,1
Bartholomew,Pct. 0700,Governor,,R,Holcomb\Crouch,50,115,189,354
Bartholomew,Pct. 0700,Governor,,D,Myers\Lawson,15,67,83,165
Bartholomew,Pct. 0700,Governor,,L,Rainwater II / Henry,29,8,49,86
Bartholomew,Pct. 0700,Attorney General,,R,Todd Rokita,64,101,207,372
Bartholomew,Pct. 0700,Attorney General,,D,Jonathan Weinzapfel,24,84,102,210
Bartholomew,Pct. 0700,U.S. House,6,R,Greg Pence,64,92,200,356
Bartholomew,Pct. 0700,U.S. House,6,D,Jeannine Lee Lake,19,91,105,215
Bartholomew,Pct. 0700,U.S. House,6,L,Tom Ferkinhoff,11,6,11,28
Bartholomew,Pct. 0700,U.S. House,6,,Write-In,0,0,0,0
Bartholomew,Pct. 0700,State Senate,44,R,Eric A Koch,,,,
Bartholomew,Pct. 0700,State Senate,44,D,Cynthia (Cinde) Wirth,,,,
Bartholomew,Pct. 0700,State Representative,59,R,Ryan Lauer,66,90,199,355
Bartholomew,Pct. 0700,State Representative,59,D,Dale Nowlin,26,95,117,238
Bartholomew,Pct. 0800,Registered Voters,,,,,,,842
Bartholomew,Pct. 0800,Ballots Cast,,,,117,94,328,539
Bartholomew,Pct. 0800,President,,R,Trump\Pence,76,21,185,282
Bartholomew,Pct. 0800,President,,D,Biden\Harris,30,71,134,235
Bartholomew,Pct. 0800,President,,L,Jorgense\Cohen,8,2,6,16
Bartholomew,Pct. 0800,President,,,Write-In,1,0,0,1
Bartholomew,Pct. 0800,Governor,,R,Holcomb\Crouch,59,41,181,281
Bartholomew,Pct. 0800,Governor,,D,Myers\Lawson,22,52,99,173
Bartholomew,Pct. 0800,Governor,,L,Rainwater II / Henry,35,1,42,78
Bartholomew,Pct. 0800,Attorney General,,R,Todd Rokita,79,30,187,296
Bartholomew,Pct. 0800,Attorney General,,D,Jonathan Weinzapfel,31,63,127,221
Bartholomew,Pct. 0800,U.S. House,6,R,Greg Pence,75,28,187,290
Bartholomew,Pct. 0800,U.S. House,6,D,Jeannine Lee Lake,26,65,123,214
Bartholomew,Pct. 0800,U.S. House,6,L,Tom Ferkinhoff,14,1,11,26
Bartholomew,Pct. 0800,U.S. House,6,,Write-In,0,0,0,0
Bartholomew,Pct. 0800,State Senate,44,R,Eric A Koch,,,,
Bartholomew,Pct. 0800,State Senate,44,D,Cynthia (Cinde) Wirth,,,,
Bartholomew,Pct. 0800,State Representative,59,R,Ryan Lauer,75,26,181,282
Bartholomew,Pct. 0800,State Representative,59,D,Dale Nowlin,38,68,137,243
Bartholomew,Pct. 0900,Registered Voters,,,,,,,1097
Bartholomew,Pct. 0900,Ballots Cast,,,,144,160,483,787
Bartholomew,Pct. 0900,President,,R,Trump\Pence,94,57,303,454
Bartholomew,Pct. 0900,President,,D,Biden\Harris,40,98,165,303
Bartholomew,Pct. 0900,President,,L,Jorgense\Cohen,8,2,10,20
Bartholomew,Pct. 0900,President,,,Write-In,0,0,1,1
Bartholomew,Pct. 0900,Governor,,R,Holcomb\Crouch,85,87,305,477
Bartholomew,Pct. 0900,Governor,,D,Myers\Lawson,23,66,123,212
Bartholomew,Pct. 0900,Governor,,L,Rainwater II / Henry,33,3,49,85
Bartholomew,Pct. 0900,Attorney General,,R,Todd Rokita,99,66,305,470
Bartholomew,Pct. 0900,Attorney General,,D,Jonathan Weinzapfel,39,88,157,284
Bartholomew,Pct. 0900,U.S. House,6,R,Greg Pence,101,61,309,471
Bartholomew,Pct. 0900,U.S. House,6,D,Jeannine Lee Lake,33,91,158,282
Bartholomew,Pct. 0900,U.S. House,6,L,Tom Ferkinhoff,8,4,7,19
Bartholomew,Pct. 0900,U.S. House,6,,Write-In,0,0,0,0
Bartholomew,Pct. 0900,State Senate,44,R,Eric A Koch,,,,
Bartholomew,Pct. 0900,State Senate,44,D,Cynthia (Cinde) Wirth,,,,
Bartholomew,Pct. 0900,State Representative,59,R,Ryan Lauer,93,59,294,446
Bartholomew,Pct. 0900,State Representative,59,D,Dale Nowlin,46,94,178,318
Bartholomew,Pct. 1000,Registered Voters,,,,,,,922
Bartholomew,Pct. 1000,Ballots Cast,,,,142,126,390,658
Bartholomew,Pct. 1000,President,,R,Trump\Pence,91,51,226,368
Bartholomew,Pct. 1000,President,,D,Biden\Harris,33,71,150,254
Bartholomew,Pct. 1000,President,,L,Jorgense\Cohen,15,3,11,29
Bartholomew,Pct. 1000,President,,,Write-In,1,0,1,2
Bartholomew,Pct. 1000,Governor,,R,Holcomb\Crouch,79,74,229,382
Bartholomew,Pct. 1000,Governor,,D,Myers\Lawson,21,48,108,177
Bartholomew,Pct. 1000,Governor,,L,Rainwater II / Henry,39,2,53,94
Bartholomew,Pct. 1000,Attorney General,,R,Todd Rokita,96,60,237,393
Bartholomew,Pct. 1000,Attorney General,,D,Jonathan Weinzapfel,33,63,140,236
Bartholomew,Pct. 1000,U.S. House,6,R,Greg Pence,90,55,233,378
Bartholomew,Pct. 1000,U.S. House,6,D,Jeannine Lee Lake,29,65,141,235
Bartholomew,Pct. 1000,U.S. House,6,L,Tom Ferkinhoff,18,0,10,28
Bartholomew,Pct. 1000,U.S. House,6,,Write-In,0,1,0,1
Bartholomew,Pct. 1000,State Senate,44,R,Eric A Koch,,,,
Bartholomew,Pct. 1000,State Senate,44,D,Cynthia (Cinde) Wirth,,,,
Bartholomew,Pct. 1000,State Representative,59,R,Ryan Lauer,94,46,224,364
Bartholomew,Pct. 1000,State Representative,59,D,Dale Nowlin,43,72,159,274
Bartholomew,Pct. 1100,Registered Voters,,,,,,,870
Bartholomew,Pct. 1100,Ballots Cast,,,,104,134,441,679
Bartholomew,Pct. 1100,President,,R,Trump\Pence,77,55,269,401
Bartholomew,Pct. 1100,President,,D,Biden\Harris,23,76,157,256
Bartholomew,Pct. 1100,President,,L,Jorgense\Cohen,1,1,7,9
Bartholomew,Pct. 1100,President,,,Write-In,0,0,3,3
Bartholomew,Pct. 1100,Governor,,R,Holcomb\Crouch,67,68,304,439
Bartholomew,Pct. 1100,Governor,,D,Myers\Lawson,18,60,98,176
Bartholomew,Pct. 1100,Governor,,L,Rainwater II / Henry,17,4,34,55
Bartholomew,Pct. 1100,Attorney General,,R,Todd Rokita,79,62,299,440
Bartholomew,Pct. 1100,Attorney General,,D,Jonathan Weinzapfel,23,67,128,218
Bartholomew,Pct. 1100,U.S. House,6,R,Greg Pence,78,55,283,416
Bartholomew,Pct. 1100,U.S. House,6,D,Jeannine Lee Lake,20,74,140,234
Bartholomew,Pct. 1100,U.S. House,6,L,Tom Ferkinhoff,3,0,12,15
Bartholomew,Pct. 1100,U.S. House,6,,Write-In,0,0,0,0
Bartholomew,Pct. 1100,State Senate,44,R,Eric A Koch,,,,
Bartholomew,Pct. 1100,State Senate,44,D,Cynthia (Cinde) Wirth,,,,
Bartholomew,Pct. 1100,State Representative,59,R,Ryan Lauer,72,52,288,412
Bartholomew,Pct. 1100,State Representative,59,D,Dale Nowlin,30,76,150,256
Bartholomew,Pct. 1200,Registered Voters,,,,,,,807
Bartholomew,Pct. 1200,Ballots Cast,,,,140,99,317,556
Bartholomew,Pct. 1200,President,,R,Trump\Pence,88,41,201,330
Bartholomew,Pct. 1200,President,,D,Biden\Harris,39,53,104,196
Bartholomew,Pct. 1200,President,,L,Jorgense\Cohen,10,4,7,21
Bartholomew,Pct. 1200,President,,,Write-In,0,0,1,1
Bartholomew,Pct. 1200,Governor,,R,Holcomb\Crouch,80,53,197,330
Bartholomew,Pct. 1200,Governor,,D,Myers\Lawson,29,37,72,138
Bartholomew,Pct. 1200,Governor,,L,Rainwater II / Henry,27,7,40,74
Bartholomew,Pct. 1200,Attorney General,,R,Todd Rokita,88,46,201,335
Bartholomew,Pct. 1200,Attorney General,,D,Jonathan Weinzapfel,36,51,100,187
Bartholomew,Pct. 1200,U.S. House,6,R,Greg Pence,85,42,210,337
Bartholomew,Pct. 1200,U.S. House,6,D,Jeannine Lee Lake,39,49,96,184
Bartholomew,Pct. 1200,U.S. House,6,L,Tom Ferkinhoff,7,6,6,19
Bartholomew,Pct. 1200,U.S. House,6,,Write-In,0,0,0,0
Bartholomew,Pct. 1200,State Senate,44,R,Eric A Koch,,,,
Bartholomew,Pct. 1200,State Senate,44,D,Cynthia (Cinde) Wirth,,,,
Bartholomew,Pct. 1200,State Representative,59,R,Ryan Lauer,81,44,200,325
Bartholomew,Pct. 1200,State Representative,59,D,Dale Nowlin,51,53,107,211
Bartholomew,Pct. 1300,Registered Voters,,,,,,,1099
Bartholomew,Pct. 1300,Ballots Cast,,,,145,274,445,864
Bartholomew,Pct. 1300,President,,R,Trump\Pence,105,123,302,530
Bartholomew,Pct. 1300,President,,D,Biden\Harris,29,147,134,310
Bartholomew,Pct. 1300,President,,L,Jorgense\Cohen,5,0,7,12
Bartholomew,Pct. 1300,President,,,Write-In,0,0,2,2
Bartholomew,Pct. 1300,Governor,,R,Holcomb\Crouch,94,176,322,592
Bartholomew,Pct. 1300,Governor,,D,Myers\Lawson,21,88,78,187
Bartholomew,Pct. 1300,Governor,,L,Rainwater II / Henry,26,3,42,71
Bartholomew,Pct. 1300,Attorney General,,R,Todd Rokita,109,148,307,564
Bartholomew,Pct. 1300,Attorney General,,D,Jonathan Weinzapfel,31,114,115,260
Bartholomew,Pct. 1300,U.S. House,6,R,Greg Pence,106,131,311,548
Bartholomew,Pct. 1300,U.S. House,6,D,Jeannine Lee Lake,27,129,123,279
Bartholomew,Pct. 1300,U.S. House,6,L,Tom Ferkinhoff,6,4,7,17
Bartholomew,Pct. 1300,U.S. House,6,,Write-In,0,0,0,0
Bartholomew,Pct. 1300,State Senate,44,R,Eric A Koch,,,,
Bartholomew,Pct. 1300,State Senate,44,D,Cynthia (Cinde) Wirth,,,,
Bartholomew,Pct. 1300,State Representative,59,R,Ryan Lauer,99,122,304,525
Bartholomew,Pct. 1300,State Representative,59,D,Dale Nowlin,38,137,135,310
Bartholomew,Pct. 1400,Registered Voters,,,,,,,1139
Bartholomew,Pct. 1400,Ballots Cast,,,,227,116,446,789
Bartholomew,Pct. 1400,President,,R,Trump\Pence,144,36,235,415
Bartholomew,Pct. 1400,President,,D,Biden\Harris,70,73,196,339
Bartholomew,Pct. 1400,President,,L,Jorgense\Cohen,9,4,12,25
Bartholomew,Pct. 1400,President,,,Write-In,1,0,2,3
Bartholomew,Pct. 1400,Governor,,R,Holcomb\Crouch,122,57,244,423
Bartholomew,Pct. 1400,Governor,,D,Myers\Lawson,44,52,149,245
Bartholomew,Pct. 1400,Governor,,L,Rainwater II / Henry,58,2,51,111
Bartholomew,Pct. 1400,Attorney General,,R,Todd Rokita,140,39,239,418
Bartholomew,Pct. 1400,Attorney General,,D,Jonathan Weinzapfel,70,69,196,335
Bartholomew,Pct. 1400,U.S. House,6,R,Greg Pence,147,36,238,421
Bartholomew,Pct. 1400,U.S. House,6,D,Jeannine Lee Lake,68,71,185,324
Bartholomew,Pct. 1400,U.S. House,6,L,Tom Ferkinhoff,9,4,17,30
Bartholomew,Pct. 1400,U.S. House,6,,Write-In,0,0,0,0
Bartholomew,Pct. 1400,State Senate,44,R,Eric A Koch,,,,
Bartholomew,Pct. 1400,State Senate,44,D,Cynthia (Cinde) Wirth,,,,
Bartholomew,Pct. 1400,State Representative,59,R,Ryan Lauer,136,36,232,404
Bartholomew,Pct. 1400,State Representative,59,D,Dale Nowlin,83,72,206,361
Bartholomew,Pct. 1500,Registered Voters,,,,,,,514
Bartholomew,Pct. 1500,Ballots Cast,,,,65,142,103,310
Bartholomew,Pct. 1500,President,,R,Trump\Pence,35,63,53,151
Bartholomew,Pct. 1500,President,,D,Biden\Harris,25,76,42,143
